object_id,image_file,source,source_url,license
E118,重脆\E118\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bigest_champagne_tower.jpg,CC BY-SA 3.0
E118,重脆\E118\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Billecart_Salmon_Champagne_and_food_pairing.jpg,CC BY 2.0
E118,重脆\E118\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Blanc_de_blanc_grand_Cru_champagne.jpg,CC BY-SA 3.0
E118,重脆\E118\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Blanc_de_Blancs_Champagne.jpg,CC BY-SA 2.0
E118,重脆\E118\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brie_caviar_duck_pate_and_champagne.jpg,Public domain
E118,重脆\E118\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Champagne_Flute_LACMA_M.2004.176.2.jpg,Public domain
E118,重脆\E118\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Champagne_Glass_MET_191898.jpg,CC0
E118,重脆\E118\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Champagne_Glass_MET_DP234611.jpg,CC0
E118,重脆\E118\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Champagne_Glass_MET_DP236706.jpg,CC0
E118,重脆\E118\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Champagne_Glass_MET_DP237892.jpg,CC0
E118,重脆\E118\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Champagne_bucket_pomegranate_fizz_cocktail_champagne_flute_on_table_(18063376193).jpg,CC BY 2.0
E119,重脆\E119\s1.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:020210724_125229_Hutterite%27s_ceramic_style,_drinking_glasses,_early_18th_century_in_Silesia.jpg",CC BY-SA 4.0
E119,重脆\E119\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Stemmed_Glass_with_Cut_Decoration_01.jpg,CC BY-SA 3.0
E119,重脆\E119\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Stemmed_Glass_with_Cut_Decoration_02.jpg,CC BY-SA 3.0
E119,重脆\E119\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Corsets_2020_Mardi_Gras_Krewe_of_Cleopatra_Wine_Glass.jpg,CC BY 2.0
E119,重脆\E119\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Exploratorium_wine_glass_wall.jpg,CC BY-SA 4.0
E119,重脆\E119\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:GLASS_OF_WINE.jpg,CC BY-SA 4.0
E119,重脆\E119\s7.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Glass,_wine_(AM_1976.117-2).jpg",CC BY 4.0
E119,重脆\E119\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glass_wine_and_drink.jpg,Public domain
E119,重脆\E119\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wine_Glass_MET_174130.jpg,CC0
E119,重脆\E119\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wine_Glass_MET_17458.jpg,CC0
E119,重脆\E119\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wine_Glass_MET_176276.jpg,CC0
E119,重脆\E119\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wine_Glass_MET_180800.jpg,CC0
E119,重脆\E119\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wine_Glass_MET_187146.jpg,CC0
E119,重脆\E119\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wine_Glass_MET_19169.jpg,CC0
E120,重脆\E120\s1.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:1842_Preston_Guild_mug,_Harris_Museum_(1).JPG",CC BY-SA 3.0
E120,重脆\E120\s2.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:1842_Preston_Guild_mug,_Harris_Museum_(2).JPG",CC BY-SA 3.0
E120,重脆\E120\s3.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:1862_Preston_Guild_mug,_Harris_Museum.JPG",CC BY-SA 3.0
E120,重脆\E120\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_mug_with_Ogham_letters_-_Tasse_mit_Ogham-Zeichen.jpg,CC BY 4.0
E120,重脆\E120\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_mug_with_the_runes_of_a_page_of_the_Codex_Runicus_-_Tasse_mit_Runen_einer_Seite_des_Codex_Runicus.jpg,CC BY-SA 4.0
E120,重脆\E120\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_mug.jpg,CC BY-SA 4.0
E120,重脆\E120\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Back_view_of_a_Carr_Workplaces_mug.jpg,CC BY-SA 3.0
E120,重脆\E120\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bad_Day_Mug_(100032675).jpeg,CC BY-SA 3.0
E120,重脆\E120\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Battle_of_the_Nile_Mug.jpg,CC BY-SA 4.0
E120,重脆\E120\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ceramic_mug_with_Uzbek_national_patterns.jpg,CC BY-SA 4.0
E120,重脆\E120\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1984_ShellCoffeeSetMug_Masahiro-Mori.jpg,CC BY 3.0
E120,重脆\E120\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:1985_SekkiKumo-K-typeCoffeeCupMug_Masahiro-Mori.jpg,CC BY 3.0
E120,重脆\E120\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2015_Madeira_Samsung_(56).jpg,CC BY-SA 4.0
E120,重脆\E120\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2021-02-14_12-37-51_ILCE-7C_DSC02877_DxO_(51014283441).jpg,CC BY-SA 2.0
FRA016,柔性\FRA016\s0.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Paper_cup_of_tea_at_Copped_Hall,_Epping,_Essex,_England.jpg",CC BY-SA 4.0
FRA016,柔性\FRA016\s1.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Paper_cup_and_plate_Sclater_Street_Yard_market,_Brick_Lane_Market_London_E1.jpg",CC BY-SA 4.0
FRA016,柔性\FRA016\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:202606_PET_bottle_and_paper_cup_on_Shalun_beach.jpg,CC BY 4.0
FRA016,柔性\FRA016\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_paper_cup_of_Taiwan_Railway_Administration.jpg,CC BY-SA 4.0
FRA016,柔性\FRA016\s4.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A)_Paper_cardstock_collapsible_cup,_b)_round_coral_colored_paper_cover_with_c)_matching_lid._Identical_text_printed_on_bottom_of_(7ae02d73-81b3-41b9-8f19-d956d0d96080).jpg",Public domain
FRA016,柔性\FRA016\s5.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Disposable_paper_coffee_cup_at_Kakadu_Crocodile_Hotel,_Jabiru,_Northern_Territory,_2021.jpg",CC BY-SA 4.0
FRA016,柔性\FRA016\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Kencot_sausage_roll_and_cup_of_tea_West_Oxfordshire_England.jpg,CC BY-SA 4.0
FRA016,柔性\FRA016\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:020260509_Express-o_yourself_with_a_tiny_cup.jpg,CC BY-SA 4.0
FRA016,柔性\FRA016\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Alpine_Cup_on_Desk.jpg,CC BY-SA 4.0
FRA016,柔性\FRA016\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:201712_Paper_Cup_with_CR_Brand.jpg,CC BY-SA 4.0
FRA016,柔性\FRA016\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_paper_cup_of_Taiwan_Railway_Administration_01.jpg,CC BY-SA 4.0
FRA016,柔性\FRA016\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bottom_of_a_paper_cup_of_Taiwan_Railway_Administration.jpg,CC BY-SA 4.0
FRA016,柔性\FRA016\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Crushed_waxed_paper_cup.jpg,CC BY-SA 4.0
FRA016,柔性\FRA016\s13.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Disposable_,_paper_coffee_cups,_Christmas_in_Australia,_2021.jpg",CC BY-SA 4.0
FRA016,柔性\FRA016\s14.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Disposable_paper_coffee_cups-_7th_Street,_Coffee_Bug,_Queensland.jpg",CC BY-SA 4.0
FRA039,柔性\FRA039\s0.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2021-10-19_03_31_39_A_plastic_cup_of_Minute_Maid_Orange_Juice_at_the_Red_Roof_Inn_%26_Suites_Hazleton_in_Hazle_Township,_Luzerne_County,_Pennsylvania.jpg",CC BY-SA 4.0
FRA039,柔性\FRA039\s1.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2021-10-19_03_35_03_A_plastic_cup_of_Minute_Maid_Cranberry_Apple_Raspberry_juice_at_the_Red_Roof_Inn_%26_Suites_Hazleton_in_Hazle_Township,_Luzerne_County,_Pennsylvania.jpg",CC BY-SA 4.0
FRA039,柔性\FRA039\s2.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2021-10-19_03_39_27_A_plastic_cup_of_Minute_Maid_Cranberry_Grape_juice_at_the_Red_Roof_Inn_%26_Suites_Hazleton_in_Hazle_Township,_Luzerne_County,_Pennsylvania.jpg",CC BY-SA 4.0
FRA039,柔性\FRA039\s3.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_crow_with_a_plastic_cup_in_its_beak,_Lodhi_Gardens,_Delhi.jpg",CC BY-SA 4.0
FRA039,柔性\FRA039\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_yellow_plastic_cup.jpg,CC BY-SA 4.0
FRA039,柔性\FRA039\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Clear_Plastic_Cups_(4877665249).jpg,CC BY 2.0
FRA039,柔性\FRA039\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Disposable_plastic_cup.jpg,CC BY-SA 4.0
FRA039,柔性\FRA039\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:180_mL_rice_cup.jpg,CC0
FRA039,柔性\FRA039\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:City_of_London_Cemetery_grave_balloons_red_Solo_party_cup_wine_bottles_and_flowers_1.jpg,CC BY-SA 4.0
FRA039,柔性\FRA039\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Beer_in_a_plastic_cup_at_Korjaamo.jpg,CC BY-SA 4.0
FRA039,柔性\FRA039\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bottle_and_plastic_cup_of_Cheerwine_at_dinner.jpg,CC BY-SA 4.0
FRA039,柔性\FRA039\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Colorful_plastic_cups_and_mugs.jpg,CC BY-SA 4.0
FRA039,柔性\FRA039\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:DDC-I_plastic_cup.jpg,CC BY-SA 4.0
FRA039,柔性\FRA039\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Decorative_messages_on_the_sticks_in_a_plastic_cup._(51540573700).jpg,CC BY 2.0
FRA039,柔性\FRA039\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Dors_Sterk_(.50_can_with_plastic_cup).jpg,CC BY-SA 4.0
FRA040,柔性\FRA040\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:(20260615)_Egg_carton_for_2_eggs_01.jpg,CC BY-SA 4.0
FRA040,柔性\FRA040\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:(20260615)_Egg_carton_for_2_eggs_02.jpg,CC BY-SA 4.0
FRA040,柔性\FRA040\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:(20260615)_Egg_carton_for_2_eggs_03.jpg,CC BY-SA 4.0
FRA040,柔性\FRA040\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:(20260615)_Egg_carton_for_2_eggs_04.jpg,CC BY-SA 4.0
FRA040,柔性\FRA040\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:An_egg_carton.jpg,CC BY-SA 4.0
FRA040,柔性\FRA040\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:EGG_BOX_LOC_hec.07217.jpg,Public domain
FRA040,柔性\FRA040\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Egg_holding_box.JPG,CC BY-SA 3.0
FRA040,柔性\FRA040\s7.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:-2022-04-10_Free_range_hens_eggs,_Trimingham,_Norfolk.JPG",CC BY-SA 4.0
FRA040,柔性\FRA040\s8.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_THREE_HUNDRED_DOZEN_EGG_MISUNDERSTANDING_ON_INTERSTATE_59,_FIFTY_MILES_NORTH_OF_BIRMINGHAM_-_NARA_-_545543.jpg",Public domain
FRA040,柔性\FRA040\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Crates_of_eggs.jpg,CC BY-SA 4.0
FRA040,柔性\FRA040\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Edmonds_Historical_Museum_-_wooden_egg_carrier.jpg,CC BY-SA 3.0
FRA040,柔性\FRA040\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Egg_codes_Italy_carrefour.JPG,CC BY-SA 3.0
FRA040,柔性\FRA040\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Egg_container_made_of_plastic.jpg,CC BY-SA 4.0
FRA040,柔性\FRA040\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:EGG_PACKAGING_LCCN2016865122.jpg,Public domain
FRA040,柔性\FRA040\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Eggs_at_Galati_Market_-_20200321.jpg,CC BY-SA 4.0
FRA067,轻脆\FRA067\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cherry_ice_cream_cone_(cropped).jpg,CC BY-SA 2.0
FRA067,轻脆\FRA067\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cherry_ice_cream_cone.jpg,CC BY-SA 2.0
FRA067,轻脆\FRA067\s2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cone_ice_cream.jpg,CC BY-SA 4.0
FRA067,轻脆\FRA067\s3.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Doumar%27s_Ice_Cream_Cone_Maker.JPG,CC BY-SA 3.0
FRA067,轻脆\FRA067\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ice_cream_cone_at_the_beach.jpg,CC BY-SA 4.0
FRA067,轻脆\FRA067\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ice_Cream_Cone_Mold_used_by_the_Original_Cone_and_Candy_Company.jpg,Public domain
FRA067,轻脆\FRA067\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ice_cream_cone_with_spoon.jpg,CC0
FRA067,轻脆\FRA067\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2_ice_cream_cones_2025-05-02.jpg,CC0
FRA067,轻脆\FRA067\s8.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_glass_container_holds_several_crisp_ice_cream_cones,_neatly_arranged_and_ready_for_use.jpg",CC BY 2.0
FRA067,轻脆\FRA067\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Afternoon_Ice_Cream.jpg,CC BY-SA 3.0
FRA067,轻脆\FRA067\s10.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Almaty,_Kazakhstan_(%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B,_%D2%9A%D0%B0%D0%B7%D0%B0%D2%9B%D1%81%D1%82%D0%B0%D0%BD)_2026_ice_cream_-_1.jpg",CC BY 4.0
FRA067,轻脆\FRA067\s11.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Almaty,_Kazakhstan_(%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B,_%D2%9A%D0%B0%D0%B7%D0%B0%D2%9B%D1%81%D1%82%D0%B0%D0%BD)_2026_ice_cream_-_2.jpg",CC BY 4.0
FRA067,轻脆\FRA067\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Citygate_Outlets_McDonald%E2%80%99s_ice_cream_24-01-2026.jpg,CC BY-SA 4.0
FRA067,轻脆\FRA067\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Delicate_pink_ice_cream_cones_topped_with_golden_embellishments_on_a_white_table_in_a_sunny_outdoor_setting.jpg,CC BY 2.0
FRA067,轻脆\FRA067\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fig_and_mascarpone_ice_cream_with_lemon_sorbet_at_Gelateria_3bis_(19852146638).jpg,CC BY 2.0
FRA068,轻脆\FRA068\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Colorful_gingerbread_cookies_shaped_like_little_men_are_beautifully_arranged_on_a_white_platter_at_a_festive_celebration.jpg,CC BY 2.0
FRA068,轻脆\FRA068\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Phillips(1804)_p609_-_Pantheon_-_Hot_Spiced_Gingerbread.jpg,Public domain
FRA068,轻脆\FRA068\s2.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2022-01-01_00_57_12_A_piece_of_frosted_gingerbread_in_the_Dulles_section_of_Sterling,_Loudoun_County,_Virginia.jpg",CC BY-SA 4.0
FRA068,轻脆\FRA068\s3.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2022-01-01_00_58_25_Frosting-coated_gingerbread_on_a_stick_in_the_Dulles_section_of_Sterling,_Loudoun_County,_Virginia.jpg",CC BY-SA 4.0
FRA068,轻脆\FRA068\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:An_interesting_variation_on_the_gingerbread_theme_can_be_made_by_substituting_one-half_cup_of_orange_juice_for_the..._-_NARA_-_196267.jpg,Public domain
FRA068,轻脆\FRA068\s5.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Berliner_Weihnachtszeit_-_Lebkuchenmaler_(Gingerbread_Cake_Decorator)_-_geo.hlipp.de_-_30948.jpg,CC BY-SA 2.0
FRA068,轻脆\FRA068\s6.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Caramelized_gingerbread_pudding_(11484842263).jpg,CC BY 2.0
FRA068,轻脆\FRA068\s7.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cuisson_Gingerbread.jpg,CC BY-SA 3.0
FRA068,轻脆\FRA068\s8.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cup_of_gl%C3%B6gg_and_gingerbread.jpg,CC BY-SA 4.0
FRA068,轻脆\FRA068\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Delightful_miniature_gingerbread_houses_are_showcased_alongside_a_beautifully_decorated_greenhouse.jpg,CC BY 2.0
FRA068,轻脆\FRA068\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Emily%27s_Gingerbread_Loaf_(6527308297).jpg,CC BY 2.0
FRA068,轻脆\FRA068\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Enarmet_pepperkakedame_-_gingerbread_woman_with_nonstops.JPG,CC BY-SA 4.0
FRA068,轻脆\FRA068\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Gingerbread_(17276481556).jpg,CC BY-SA 2.0
FRA068,轻脆\FRA068\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Gingerbread_176_365_(29130381228).jpg,CC BY-SA 2.0
FRA068,轻脆\FRA068\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Gingerbread_2.jpg,CC BY-SA 3.0
FRA069,轻脆\FRA069\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bread_Sticks.jpg,CC BY-SA 2.0
FRA069,轻脆\FRA069\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:2016_1129_Turin_Grissini.jpg,CC BY-SA 4.0
FRA069,轻脆\FRA069\s2.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2019-02-16_21_01_03_A_roll_of_bread_at_the_Olive_Garden_in_Fair_Lakes,_Fairfax_County,_Virginia.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s3.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2019-05-11_20_27_18_A_roll_of_garlic_bread_at_the_Olive_Garden_in_Fair_Lakes,_Fairfax_County,_Virginia.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s4.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2020-01-24_19_48_02_A_roll_of_garlic_bread_at_the_Olive_Garden_in_Fair_Lakes,_Fairfax_County,_Virginia.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s5.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2020-01-24_19_48_55_Two_rolls_of_garlic_bread_at_the_Olive_Garden_in_Fair_Lakes,_Fairfax_County,_Virginia.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s6.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2020-03-14_21_28_53_Three_rolls_of_garlic_bread_at_the_Olive_Garden_in_Fair_Lakes,_Fairfax_County,_Virginia.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s7.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2021-02-23_20_19_40_Garlic_breadsticks_at_the_Olive_Garden_in_Fair_Lakes,_Fairfax_County,_Virginia.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s8.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2022-05-28_21_34_02_A_serving_of_garlic_bread_rolls_at_the_Olive_Garden_along_U.S._Route_1_(Brunswick_Pike)_in_Lawrence_Township,_Mercer_County,_New_Jersey.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s9.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2025-01-25_20_04_34_A_serving_of_garlic_bread_rolls_at_the_Olive_Garden_along_U.S._Route_1_(Brunswick_Pike)_in_Lawrence_Township,_Mercer_County,_New_Jersey.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bacon_wrapped_breadsticks.jpg,CC BY 2.0
FRA069,轻脆\FRA069\s11.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Baked_Ziti_and_breadsticks,_Fazoli%27s.jpg",CC BY-SA 4.0
FRA069,轻脆\FRA069\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Breadsticks_with_cheese_dip.jpg,CC0
FRA069,轻脆\FRA069\s13.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Caf%C3%A9_Grissini_Wollentorstra%C3%9Fe_1.JPG,CC BY-SA 3.0
FRA069,轻脆\FRA069\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fennel_%5E_anchovy_grissini_-_Flickr_-_jules-stonesoup.jpg,CC BY 2.0
FRA070,轻脆\FRA070\s0.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Asari_Senbei_20170716.jpg,CC BY-SA 4.0
FRA070,轻脆\FRA070\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Baking_senbei.jpeg,CC BY-SA 3.0
FRA070,轻脆\FRA070\s2.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cutting_rollers_used_in_the_manufacture_of_Senbei,_showing_different_designs1.jpg",CC BY-SA 4.0
FRA070,轻脆\FRA070\s3.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cutting_rollers_used_in_the_manufacture_of_Senbei,_showing_different_designs2.jpg",CC BY-SA 4.0
FRA070,轻脆\FRA070\s4.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cutting_rollers_used_in_the_manufacture_of_Senbei,_showing_different_designs3.jpg",CC BY-SA 4.0
FRA070,轻脆\FRA070\s5.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cutting_rollers_used_in_the_manufacture_of_Senbei,_showing_different_designs4.jpg",CC BY-SA 4.0
FRA070,轻脆\FRA070\s6.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cutting_rollers_used_in_the_manufacture_of_Senbei,_showing_different_designs5.jpg",CC BY-SA 4.0
FRA070,轻脆\FRA070\s7.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cutting_rollers_used_in_the_manufacture_of_Senbei,_showing_different_designs6.jpg",CC BY-SA 4.0
FRA070,轻脆\FRA070\s8.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cutting_rollers_used_in_the_manufacture_of_Senbei,_showing_different_designs7.jpg",CC BY-SA 4.0
FRA070,轻脆\FRA070\s9.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Green_Tea_Rice_Cracker_(937604941).jpg,CC BY 2.0
FRA070,轻脆\FRA070\s10.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Isobe_Senbei_01.JPG,Public domain
FRA070,轻脆\FRA070\s11.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Japanese_Senbeis.jpg,CC BY 2.5
FRA070,轻脆\FRA070\s12.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Kitsune_senbei.jpg,CC0
FRA070,轻脆\FRA070\s13.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Nakajima_Kaho_(1866-1939)_-_%27Oni_Senbei%27,_Literati_Modern,_Honolulu_Academy_of_Arts.jpg",Public domain
FRA070,轻脆\FRA070\s14.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rakuten_Senbei_(%E6%A5%BD%E5%A4%A9%E3%81%9B%E3%82%93%E3%81%B9%E3%81%84)_(2011-11-19_20.05.23_by_yuiseki_aoba).jpg,CC BY 2.0
E002,刚体\E002\s1.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Pringles_Salt_%26_Vinegar_chips.jpg,CC BY-SA 4.0
E002,刚体\E002\s2.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2019-10-29_17_11_34_Fried_Onion_Ring_Flavor_Pringles_in_Spotsylvania_Courthouse,_Spotsylvania_County,_Virginia.jpg",CC BY-SA 4.0
E002,刚体\E002\s3.png,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2020-09-06_16_12_54_Several_Original_Pringles_in_the_Franklin_Farm_section_of_Oak_Hill,_Fairfax_County,_Virginia.jpg",CC BY-SA 4.0
E002,刚体\E002\s4.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bowl_of_Pringles.jpg,CC BY-SA 4.0
